template,POS,defn
train,verb-transitive,To make proficient with specialized instruction and practice See Synonyms at teach
train,verb-transitive,To prepare physically as with a regimen  train athletes for trackandfield competition 
train,verb-transitive,To cause a plant or ones hair to take a desired course or shape as by manipulating
train,verb-transitive,To focus on or aim at a goal mark or target direct See Synonyms at aim
train,verb-transitive,To let drag behind trail
train,verb-intransitive,To give or undergo a course of training  trained daily for the marathon 
train,verb-intransitive,To travel by railroad train
train,verb,To practice an ability
train,verb,To teach a task
train,verb,To improve ones fitness
train,verb,To proceed in sequence
train,verb,To move a gun laterally so that it points in a different direction
train,verb,To encourage a plant or branch to grow in a particular direction or shape usually by pruning and bending
train,verb,To create a trainer for to apply cheats to a game
train,verb-intransitive,To be drilled in military exercises to do duty in a military company
train,verb-intransitive,To prepare by exercise diet instruction etc for any physical contest
train,verb-transitive,To draw along to trail to drag
train,verb-transitive,To draw by persuasion artifice or the like to attract by stratagem to entice to allure
train,verb-transitive,To teach and form by practice to educate to exercise to discipline
train,verb-transitive,To break tame and accustom to draw as oxen
train,verb-transitive,To lead or direct and form to a wall or espalier to form to a proper shape by bending lopping or pruning
train,verb-transitive,To trace as a lode or any mineral appearance to its head
train,verb,teach or refine to be discriminative in taste or judgment
train,verb,teach and supervise someone act as a trainer or coach to as in sports
train,verb,exercise in order to prepare for an event or competition
train,verb,develop childrens behavior by instruction and practice especially to teach selfcontrol
train,verb,create by training and teaching
train,verb,educate for a future role or function
train,verb,undergo training or instruction in preparation for a particular role function or profession
train,verb,travel by rail or train
train,verb,drag loosely along a surface allow to sweep the ground
train,verb,point or cause to go blows weapons or objects such as photographic equipment towards
train,verb,cause to grow in a certain way by tying and pruning it
traipse,verb-intransitive,To walk or tramp about gad  traipsed from one picnic site to another 
traipse,verb-transitive,To walk or tramp over or about  traipsed the countryside looking for work 
traipse,verb,To walk in a messy or unattractively casual way to trail through dirt
traipse,verb,To walk about especially when expending much effort or unnecessary effort
traipse,verb,To walk a distance or journey wearily or with effort to walk about or over a place
traipse,verb-intransitive,To walk or run about in a slatternly careless or thoughtless manner
traipse,verb,walk or tramp about
tramp,verb-intransitive,To walk with a firm heavy step trudge
tramp,verb-intransitive,To travel on foot hike
tramp,verb-intransitive,To wander about aimlessly
tramp,verb-transitive,To traverse on foot  tramp the fields 
tramp,verb-transitive,To tread down trample  tramp down snow 
tramp,verb,To walk with heavy footsteps
tramp,verb,To walk for a long time usually through difficult terrain
tramp,verb,To hitchhike
tramp,verb-intransitive,To travel to wander to stroll
tramp,verb-transitive,To tread upon forcibly and repeatedly to trample
tramp,verb-transitive,To travel or wander through
tramp,verb-transitive,To cleanse as clothes by treading upon them in water
tramp,verb,move about aimlessly or without any destination often in search of food or employment
tramp,verb,walk heavily and firmly as when weary or through mud
tramp,verb,travel on foot especially on a walking expedition
tramp,verb,cross on foot
trample,verb-transitive,To beat down with the feet so as to crush bruise or destroy tramp on
trample,verb-transitive,To treat harshly or ruthlessly  would trample anyone who got in their way 
trample,verb-intransitive,To tread heavily or destructively  trampling on the flowers 
trample,verb-intransitive,To inflict injury as if by treading heavily trampling on the feelings of those about you   Thornton Wilder 
trample,verb,To crush and destroy something by walking on it
trample,verb,To treat someone harshly
trample,verb,To walk heavily and destructively
trample,verb,To cause emotional injury as if by trampling
trample,verb-intransitive,To tread with force and rapidity to stamp
trample,verb-intransitive,To tread in contempt  with on or upon
trample,verb-transitive,To tread under foot to tread down to prostrate by treading
trample,verb,walk on and flatten
trample,verb,tread or stomp heavily or roughly
trample,verb,injure by trampling or as if by trampling
transfer,verb-transitive,To convey or cause to pass from one place person or thing to another
transfer,verb-transitive,To convey a design for example from one surface to another as by impression
transfer,verb-intransitive,To move oneself from one location or job to another
transfer,verb-intransitive,To withdraw from one educational institution or course of study and enroll in another
transfer,verb-intransitive,To change from one public conveyance to another  transferred to another bus 
transfer,verb,To move or pass from one place person or thing to another
transfer,verb,To convey the impression of something from one surface to another
transfer,verb,To be or become transferred
transfer,verb-transitive,To convey from one place or person another to transport remove or cause to pass to another place or person
transfer,verb-transitive,To make over the possession or control of to pass to convey as a right from one person to another to give
transfer,verb-transitive,To remove from one substance or surface to another
transfer,verb,change from one vehicle or transportation line to another
transfer,verb,cause to change ownership
transfer,verb,send from one person or place to another
transfer,verb,move from one place to another
transfer,verb,transfer from one place or period to another
transfer,verb,transfer somebody to a different position or location of work
transfer,verb,lift and reset in another soil or situation
transfer,verb,move around
transfer,verb,shift the position or location of as for business legal educational or military purposes
trap,verb-transitive,To catch in a trap ensnare See Synonyms at catch
trap,verb-transitive,To prevent from escaping or getting free  was trapped in the locked attic 
trap,verb-transitive,To deceive or trick by mans of a scheme or plan
trap,verb-transitive,To seal off gases by a trap
trap,verb-transitive,To furnish with traps or a trap
trap,verb-intransitive,To set traps for game
trap,verb-intransitive,To engage in trapping furbearing animals
trap,verb-transitive,To furnish with trappings
trap,verb,To catch in a trap or traps as to trap foxes
trap,verb,To ensnare to take by stratagem to entrap
trap,verb,To provide with a trap as to trap a drain to trap a sewer pipe
trap,verb,To set traps for game to make a business of trapping game as to trap for beaver
trap,verb,To leave suddenly to flee
trap,verb-intransitive,To set traps for game to make a business of trapping game
trap,verb-transitive,To dress with ornaments to adorn  said especially of horses
trap,verb-transitive,To catch in a trap or traps
trap,verb-transitive,To provide with a trap See th Trap 
trap,verb,place in a confining or embarrassing position
trap,verb,catch in or as if in a trap
trap,verb,hold or catch as if in a trap
trap,verb,to hold fast or prevent from moving
travel,verb-intransitive,To go from one place to another as on a trip journey
travel,verb-intransitive,To go from place to place as a salesperson or agent
travel,verb-intransitive,To be transmitted as light or sound move or pass
travel,verb-intransitive,To advance or proceed
travel,verb-intransitive,To go about in the company of a particular group associate  travels in wealthy circles 
travel,verb-intransitive,To move along a course as in a groove
travel,verb-intransitive,To admit of being transported without loss of quality  Some wines travel poorly 
travel,verb-transitive,To pass or journey over or through traverse  travel the roads of Europe 
travel,verb,To be on a journey often for pleasure or business and with luggage to go from one place to another
travel,verb,To pass from here to there to move or transmit to go from one place to another
travel,verb,To move illegally by walking or running without dribbling the ball
travel,verb-intransitive,To labor to travail
travel,verb-intransitive,To go or march on foot to walk
travel,verb-intransitive,To pass by riding or in any manner to a distant place or to many places to journey
travel,verb-intransitive,To pass to go to move
travel,verb-transitive,To journey over to traverse
travel,verb-transitive,To force to journey
travel,verb,travel upon or across
travel,verb,make a trip for pleasure
travel,verb,travel from place to place as for the purpose of finding work preaching or acting as a judge
travel,verb,change location move travel or proceed also metaphorically
travel,verb,undertake a journey or trip
travel,verb,undergo transportation as in a vehicle
traverse,verb-transitive,To travel or pass across over or through
traverse,verb-transitive,To move to and fro over cross and recross
traverse,verb-transitive,To go up down or across a slope diagonally as in skiing
traverse,verb-transitive,To cause to move laterally on a pivot swivel  traverse an artillery piece 
traverse,verb-transitive,To extend across cross  a bridge that traverses a river 
traverse,verb-transitive,To look over carefully examine
traverse,verb-transitive,To go counter to thwart
traverse,verb-transitive,To survey by traverse
traverse,verb-intransitive,To move to the side or back and forth
traverse,verb-intransitive,To turn laterally swivel
traverse,verb-intransitive,To go up down or across a slope diagonally or in a zigzag manner as in skiing
traverse,verb-intransitive,To slide ones blade with pressure toward the hilt of the opponents foil in fencing
traverse,verb,To travel across often under difficult conditions
traverse,verb,To visit all parts of to explore thoroughly as to traverse all nodes in a network
traverse,verb,To rotate a gun around a vertical axis to bear upon a military target
traverse,verb,To climb or descend a steep hill at a wide angle
traverse,verb-intransitive,To use the posture or motions of opposition or counteraction as in fencing
traverse,verb-intransitive,To turn as on a pivot to move round to swivel
traverse,verb-intransitive,To tread or move crosswise as a horse that throws his croup to one side and his head to the other
traverse,verb-transitive,To lay in a cross direction to cross
traverse,verb-transitive,To cross by way of opposition to thwart with obstacles to obstruct to bring to naught
traverse,verb-transitive,To wander over to cross in traveling
traverse,verb-transitive,To pass over and view to survey carefully
traverse,verb-transitive,To turn to the one side or the other in order to point in any direction
traverse,verb-transitive,To plane in a direction across the grain of the wood
traverse,verb-transitive,To deny formally as what the opposite party has alleged When the plaintiff or defendant advances new matter he avers it to be true and traverses what the other party has affirmed To traverse an indictment or an office is to deny it
traverse,verb,travel across or pass over
traverse,verb,deny formally an allegation of fact by the opposing party in a legal suit
traverse,verb,to cover or extend over an area or time period
tread,verb-transitive,To walk on over or along
tread,verb-transitive,To press beneath the feet trample
tread,verb-transitive,To subdue harshly or cruelly crush
tread,verb-transitive,To form by walking or trampling  tread a path 
tread,verb-transitive,To execute by walking or dancing  tread a measure 
tread,verb-transitive,To copulate with Used of a male bird
tread,verb-intransitive,To go on foot walk
tread,verb-intransitive,To set down the foot step
tread,verb-intransitive,To press crush or injure something by or as if by trampling Often used with on or upon  trod on her feelings 
tread,verb-intransitive,To copulate Used of birds
tread,verb,To step or walk on or over something to trample
tread,verb,Simple past tense and past participle of tread
tread,verb-intransitive,To set the foot to step
tread,verb-intransitive,To walk or go especially to walk with a stately or a cautious step
tread,verb-intransitive,To copulate said of birds esp the males
tread,verb-transitive,To step or walk on
tread,verb-transitive,To beat or press with the feet
tread,verb-transitive,To go through or accomplish by walking dancing or the like
tread,verb-transitive,To crush under the foot to trample in contempt or hatred to subdue
tread,verb-transitive,To copulate with to feather to cover  said of the male bird
tread,verb,apply the tread to a tire
tread,verb,mate with
tread,verb,put down or press the foot place the foot
tread,verb,tread or stomp heavily or roughly
tread,verb,brace an archers bow by pressing the foot against the center
tread,verb,crush as if by treading on
treat,verb-transitive,To act or behave in a specified manner toward
treat,verb-transitive,To regard and handle in a certain way Often used with as  treated the matter as a joke 
treat,verb-transitive,To deal with in writing or speech discuss  a book that treats all aspects of health care 
treat,verb-transitive,To deal with or represent artistically in a specified manner or style  treats the subject poetically 
treat,verb-transitive,To provide with food entertainment or gifts at ones own expense  treated her sister to the theater 
treat,verb-transitive,To give someone or oneself something pleasurable  treated herself to a day in the country 
treat,verb-transitive,To subject to a process action or change especially to a chemical or physical process or application
treat,verb-transitive,To give medical aid to someone  treated many patients in the emergency room 
treat,verb-transitive,To give medical aid to counteract a disease or condition  treated malaria with quinine 
treat,verb-intransitive,To deal with a subject or topic in writing or speech Often used with of  The essay treats of courtly love 
treat,verb-intransitive,To pay for anothers entertainment food or drink
treat,verb-intransitive,To engage in negotiations as to reach a settlement or agree on terms Both sides nonetheless are quite willing to treat with the king   Gregory J Wallance 
treat,verb-intransitive,To discourse to handle a subject in writing or speaking to make discussion  usually with of
treat,verb-intransitive,To negotiate to come to terms of accommodation  often followed by with
treat,verb-intransitive,To give a gratuitous entertainment esp of food or drink as a compliment
treat,verb-transitive,To handle to manage to use to bear ones self toward
treat,verb-transitive,To discourse on to handle in a particular manner in writing or speaking
treat,verb-transitive,To entertain with food or drink especially the latter as a compliment or as an expression of friendship or regard
treat,verb-transitive,To negotiate to settle to make terms for
treat,verb-transitive,To care for medicinally or surgically to manage in the use of remedies or appliances
treat,verb-transitive,To subject to some action to apply something to
treat,verb-transitive,To entreat to beseech
treat,verb,provide with choice or abundant food or drink
treat,verb,interact in a certain way
treat,verb,engage in negotiations in order to reach an agreement
treat,verb,regard or consider in a specific way
treat,verb,provide treatment for
treat,verb,provide with a gift or entertainment
treat,verb,act on verbally or in some form of artistic expression
treat,verb,subject to a process or treatment with the aim of readying for some purpose improving or remedying a condition
trim,verb-transitive,To make neat or tidy by clipping smoothing or pruning  trimmed his moustache 
trim,verb-transitive,To remove excess by cutting  trim a budget 
trim,verb-transitive,To remove the excess from by or as if by cutting  trimmed off the rotten wood 
trim,verb-transitive,To ornament decorate
trim,verb-transitive,To balance an aircraft in flight by regulating the control surfaces and tabs
trim,verb-transitive,To furnish or equip
trim,verb-intransitive,To affect or maintain cautious neutrality
trim,verb-intransitive,To fashion ones views for momentary popularity or advantage
trim,verb,to reduce slightly to cut especially to remove excess eg trim a hedge trim a beard
trim,verb,to decorate or adorn especially to decorate a Christmas tree
trim,verb,To modify the angle of a vessel to the water by shifting cargo or ballast to adjust for sailing to assume or cause a vessel to assume a certain position or trim in the water FM 
trim,verb,To modify the angle of a vessels sails relative to the wind especially to set the sails to the most advantageous angle
trim,verb-intransitive,To balance to fluctuate between parties so as to appear to favor each
trim,verb-transitive,To make trim to put in due order for any purpose to make right neat or pleasing to adjust
trim,verb-transitive,To dress to decorate to adorn to invest to embellish
trim,verb-transitive,To make ready or right by cutting or shortening to clip or lop to curtail
trim,verb-transitive,To dress as timber to make smooth
trim,verb-transitive,To adjust as a ship by arranging the cargo or disposing the weight of persons or goods so equally on each side of the center and at each end that she shall sit well on the water and sail well
trim,verb-transitive,To arrange in due order for sailing
trim,verb-transitive,To rebuke to reprove also to beat
trim,verb,adjust sails on a ship so that the wind is optimally used
trim,verb,cut closely
trim,verb,cut down on make a reduction in
trim,verb,balance in flight by regulating the control surfaces
trim,verb,be in equilibrium during a flight
trim,verb,decorate food as with parsley or other ornamental foods
trim,verb,remove the edges from and cut down to the desired size
trip,verb-intransitive,To stumble
trip,verb-intransitive,To move nimbly with light rapid steps skip
trip,verb-intransitive,To be released as a tooth on an escapement wheel in a watch
trip,verb-intransitive,To make a trip
trip,verb-intransitive,To make a mistake  tripped up on the last question 
trip,verb-transitive,To cause to stumble or fall
trip,verb-transitive,To trap or catch in an error or inconsistency
trip,verb-transitive,To release a catch trigger or switch thereby setting something in operation
trip,verb,To fall over or stumble over an object as a result of striking it with ones foot
trip,verb,To cause a person or animal to fall or stumble
trip,verb,To activate or set in motion as in the activation of a trap explosive or switch
trip,verb,To be activated as by a signal or an event
trip,verb,To experience a state of reverie or to hallucinate due to consuming psychoactive drugs
trip,verb,To journey to make a trip
trip,verb-intransitive,To move with light quick steps to walk or move lightly to skip to move the feet nimbly  sometimes followed by it See It 
trip,verb-intransitive,To make a brief journey or pleasure excursion
trip,verb-intransitive,To take a quick step as when in danger of losing ones balance hence to make a false step to catch the foot to lose footing to stumble
trip,verb-transitive,To cause to stumble or take a false step to cause to lose the footing by striking the feet from under to cause to fall to throw off the balance to supplant  often followed by up
trip,verb-transitive,To overthrow by depriving of support to put an obstacle in the way of to obstruct to cause to fail
trip,verb-transitive,To detect in a misstep to catch to convict also called trip up
trip,verb-transitive,To raise an anchor from the bottom by its cable or buoy rope so that it hangs free
trip,verb-transitive,To pull a yard into a perpendicular position for lowering it
trip,verb-transitive,To release let fall or set free as a weight or compressed spring as by removing a latch or detent to activate by moving a release mechanism often unintentionally
trip,verb,miss a step and fall or nearly fall
trip,verb,get high stoned or drugged
trip,verb,put in motion or move to act
trip,verb,make a trip for pleasure
trip,verb,cause to stumble
trot,verb-intransitive,To go or move at a trot
trot,verb-intransitive,To proceed rapidly hurry
trot,verb-transitive,To cause to move at a trot
trot,verb,To walk rapidly
trot,verb,To move at a gait between a walk and a canter
trot,verb-intransitive,To proceed by a certain gait peculiar to quadrupeds to ride or drive at a trot See trot n
trot,verb-transitive,To cause to move as a horse or other animal in the pace called a trot to cause to run without galloping or cantering
trot,verb,ride at a trot
trot,verb,cause to trot
trot,verb,run at a moderately swift pace
trot off,verb,to leave depart
trot out,verb,To list or recite quickly
trot out,verb,bring out and show for inspection and admiration
trudge,verb-intransitive,To walk in a laborious heavyfooted way plod
trudge,verb,To walk wearily with heavy slow steps
trudge,verb-intransitive,To walk or march with labor to jog along to move wearily
trudge,verb,walk heavily and firmly as when weary or through mud
try,verb-transitive,To make an effort to do or accomplish something attempt  tried to ski 
try,verb-transitive,To taste sample or otherwise test in order to determine strength effect worth or desirability  Try this casserole Try the door 
try,verb-transitive,To subject to great strain or hardship tax  The last steep ascent tried my every muscle 
try,verb-transitive,To melt lard for example to separate out impurities render
try,verb-transitive,To smooth fit or align accurately
try,verb-intransitive,To make an effort strive
try,verb,To attempt Followed by infinitive
try,verb,To separate precious metal etc from the ore by melting to purify refine
try,verb,To make an experiment Usually followed by a present participle
try,verb,To work on something
try,verb,To put to test
try,verb,To taste sample etc
try,verb,To put on trial
try,verb,To lie to in heavy weather under just sufficient sail to head into the wind
try,verb-intransitive,To exert strength to endeavor to make an effort or an attempt
try,verb-intransitive,To do to fare 
try,verb-transitive,To divide or separate as one sort from another to winnow to sift to pick out  frequently followed by out
try,verb-transitive,To purify or refine as metals to melt out and procure in a pure state as oil tallow lard etc
try,verb-transitive,To prove by experiment to apply a test to for the purpose of determining the quality to examine to prove to test
try,verb-transitive,To subject to severe trial to put to the test to cause suffering or trouble to
try,verb-transitive,To experiment with to test by use
try,verb-transitive,To strain to subject to excessive tests  repeated disappointments try ones patience
try,verb-transitive,To examine or investigate judicially to examine by witnesses or other judicial evidence and the principles of law
try,verb-transitive,To settle to decide to determine specifically to decide by an appeal to arms
try,verb-transitive,To experience to have or gain knowledge of by experience
try,verb-transitive,To essay to attempt to endeavor
try,verb,give pain or trouble to
try,verb,put on a garment in order to see whether it fits and looks nice
try,verb,make an effort or attempt
try,verb,test the limits of
try,verb,put to the test as for its quality or give experimental use to
try,verb,put on trial or hear a case and sit as the judge at the trial of
try,verb,melt fat or lard in order to separate out impurities
try,verb,examine or hear evidence or a case by judicial process
try,verb,take a sample of
try out,verb,To test something in order to see if it works
try out,verb,To undergo a test before being selected to audition
tuck,verb-transitive,To make one or more folds in  tucked the pleats before sewing the hem 
tuck,verb-transitive,To gather up and fold thrust or turn in so as to secure or confine  She tucked her scarf into her blouse 
tuck,verb-transitive,To put in a snug spot
tuck,verb-transitive,To put in an outoftheway snug place  a cabin that was tucked among the pines 
tuck,verb-transitive,To store in a safe spot save  tuck away a bit of lace tuck away millions 
tuck,verb-transitive,To draw in contract  He tucked his chin into his chest 
tuck,verb-intransitive,To make tucks
tuck,verb,To fit neatly
tuck,verb,To curl into a ball to fold up and hold ones legs
tuck,verb,To sew folds
tuck,verb,To conceal ones genitals especially by fastening them down with adhesive tape
tuck,verb,To keep the thumb in position while moving the rest of the hand over it to continue playing keys that are outside the thumb
tuck,verb-intransitive,To contract to draw together
tuck,verb-transitive,To draw up to shorten to fold under to press into a narrower compass
tuck,verb-transitive,To make a tuck or tucks in
tuck,verb-transitive,To inclose to put within to press into a close place
tuck,verb-transitive,To full as cloth
tuck,verb,fit snugly into
tuck,verb,make a tuck or several folds in
tuck,verb,draw together into folds or puckers
tug,verb-transitive,To pull at vigorously or repeatedly
tug,verb-transitive,To move by pulling with great effort or exertion drag
tug,verb-transitive,To tow by tugboat
tug,verb-intransitive,To pull hard  tugged at her boots  See Synonyms at pull
tug,verb-intransitive,To toil or struggle strain
tug,verb-intransitive,To vie contend
tug,verb,to pull or drag with great effort
tug,verb,to pull hard repeatedly
tug,verb,to tow by tugboat
tug,verb-intransitive,To pull with great effort to strain in labor
tug,verb-intransitive,To labor to strive to struggle
tug,verb-transitive,To pull or draw with great effort to draw along with continued exertion to haul along to tow
tug,verb-transitive,To pull to pluck
tug,verb,strive and make an effort to reach a goal
tug,verb,pull or strain hard at
tug,verb,carry with difficulty
tug,verb,struggle in opposition
tug,verb,pull hard
tug,verb,move by pulling hard
tug,verb,tow a vessel with a tug
tune,verb-transitive,To adopt or adjust especially in order to bring into harmony
tune,verb-transitive,To adjust an engine for example for maximum usability or performance
tune,verb-intransitive,To become attuned
tune,verb,To modify a musical instrument so that it produces the correct pitches
tune,verb,To adjust a mechanical electric or electronic device such as a radio or a car engine so that it functions optimally
tune,verb,To make more precise intense or effective
tune,verb,To cheek to be impudent towards
tune,verb-intransitive,To form one sound to another to form accordant musical sounds
tune,verb-intransitive,To utter inarticulate harmony with the voice to sing without pronouncing words to hum
tune,verb-transitive,To put into a state adapted to produce the proper sounds to harmonize to cause to be in tune to correct the tone of
tune,verb-transitive,To give tone to to attune to adapt in style of music to make harmonious
tune,verb-transitive,To sing with melody or harmony
tune,verb-transitive,To put into a proper state or disposition
tune,verb,adjust the pitches of musical instruments
tune,verb,adjust for better functioning
turn,verb-transitive,To cause to move around an axis or center cause to rotate or revolve
turn,verb-transitive,To cause to move around in order to achieve a result such as opening closing tightening or loosening  turn the key turn a screw 
turn,verb-transitive,To alter or control the functioning of a mechanical device for example by the use of a rotating or similar movement  turned the iron to a hotter setting 
turn,verb-transitive,To perform or accomplish by rotating or revolving  turn a somersault 
turn,verb-transitive,To change the position of so that the underside becomes the upper side  turn the steak turn a page 
turn,verb-transitive,To spade or plow soil to bring the undersoil to the surface
turn,verb-transitive,To reverse and resew the material of a collar for example
turn,verb-transitive,To revolve in the mind meditate on ponder
turn,verb-transitive,To give a rounded form to wood for example by rotating against a cutting tool
turn,verb-transitive,To give a rounded shape to clay for example by rotating and shaping with the hands or tools
turn,verb-transitive,To give a rounded form to  turn a heel in knitting a sock 
turn,verb-transitive,To give distinctive artistic or graceful form to They know precisely how to turn a dramatic line or phrase that is guaranteed to make the evening news   William Safire 
turn,verb-transitive,To change the position of by traversing an arc of a circle pivot  turned his chair toward the speaker 
turn,verb-transitive,To present in a specified direction by rotating or pivoting  turn ones face to the wall 
turn,verb-transitive,To cause a scale to move up or down so as to register weight  Even a feather will turn a delicate scale 
turn,verb-transitive,To fold bend or twist something
turn,verb-transitive,To change the position or disposition of by folding bending or twisting  Turn the design right side up on your jacket buttons Turn the hat inside out 
turn,verb-transitive,To make a bend or curve in  strong enough to turn a bar of steel 
turn,verb-transitive,To blunt or dull the edge of a cutting instrument
turn,verb-transitive,To injure by twisting  turn an ankle 
turn,verb-transitive,To upset or make nauseated  That story turns my stomach 
turn,verb-transitive,To change the direction or course of  turn the car to the left 
turn,verb-transitive,To divert or deflect  turn a stampede 
turn,verb-transitive,To reverse the course of cause to retreat Then turn your forces from this paltry siegeAnd stir them up against a mightier task   Shakespeare 
turn,verb-transitive,To make a course around or about  turn a corner 
turn,verb-transitive,To change the purpose intention or content of by persuasion or influence  Her speech turned my thinking 
turn,verb-transitive,To change the order or disposition of unsettle Sudden prosperity had turned his head   Thomas Macaulay 
turn,verb-transitive,To aim or focus  turn ones gaze to the sky turned the camera on the speaker 
turn,verb-transitive,To devote or apply oneself for example to something  She turned herself to law 
turn,verb-transitive,To cause to act or go against make antagonistic  The scandal turned public opinion against the candidate 
turn,verb-transitive,To cause to go in a specific direction direct  They turned their steps toward home 
turn,verb-transitive,To send drive or let go  turn the bully out of the bar turned the dog loose 
turn,verb-transitive,To pour let fall or otherwise release contents from or into a receptacle  Turn the dough onto a floured board 
turn,verb-transitive,To cause to take on a specified character nature identity or appearance change or transform Used with to or into  water that had been turned to ice turn a rundown house into a show place 
turn,verb-transitive,To make sour ferment  Lack of refrigeration turned the milk 
turn,verb-transitive,To affect or change the color of  Autumn turns the green leaves golden 
turn,verb-transitive,To exchange convert Used with to or into  turns her singing talent into extra money 
turn,verb-transitive,To keep in circulation sell and restock  We turned a great deal of merchandise during the holidays 
turn,verb-transitive,To make use of  turned the situation to our advantage 
turn,verb-transitive,To get by buying and selling  turn a fair profit 
turn,verb-transitive,To perform successfully complete  turn a double play 
turn,verb-intransitive,To move around an axis or center rotate or revolve
turn,verb-intransitive,To have a sensation of revolving or whirling especially as a result of dizziness or giddiness
turn,verb-intransitive,To change position from side to side or back and forth  I tossed and turned all night 
turn,verb-intransitive,To progress through pages so as to arrive at a given place  Please turn to page  
turn,verb-intransitive,To operate a lathe
turn,verb-intransitive,To be formed on a lathe  a softwood that turns easily 
turn,verb-intransitive,To direct ones way or course  The truck turned into the gas station Turn off the highway at the next exit 
turn,verb-intransitive,To change or reverse ones way course or direction  Too tired to go farther we turned toward home 
turn,verb-intransitive,To have a specific reaction or effect especially when adverse
turn,verb-intransitive,To change ones actions or attitudes adversely become hostile or antagonistic  The peasants turned against the cruel king 
turn,verb-intransitive,To attack suddenly and violently with no apparent motive  The lion turned on the animal trainer 
turn,verb-intransitive,To channel ones attention interest or thought toward or away from something In the spring a young mans fancy lightly turns to thoughts of love   Tennyson 
turn,verb-intransitive,To devote or apply oneself to something as to a field of study  Unsuccessful in math the student turned to biology 
turn,verb-intransitive,To convert to a religion
turn,verb-intransitive,To switch ones loyalty from one side or party to another
turn,verb-intransitive,To have recourse to a person or thing for help support or information
turn,verb-intransitive,To depend on something for success or failure hinge The election would turn not on ideology but on competence   George F Will 
turn,verb-intransitive,To change so as to be become  His hair turned gray I am a lawyer turned novelist 
turn,verb-intransitive,To change become transformed Used with to or into  The sky turned to pink at dawn The night turned into day 
turn,verb-intransitive,To reach and pass a certain age for example  My niece has turned two 
turn,verb-intransitive,To become sour  The milk will turn if you dont refrigerate it 
turn,verb-intransitive,To change color  The leaves have turned 
turn,verb-intransitive,To be stocked and sold  This merchandise will turn easily 
turn,verb-intransitive,To become dull or blunt by bending back Used of the edge of a cutting instrument
turn,verb,Of a body person etc to move around an axis through itself
turn,verb,To change the direction or orientation of
turn,verb,To change ones direction of travel
turn,verb,To position something by folding it
turn,verb,To become begin to be
turn,verb,To fundamentally change to metamorphose
turn,verb,To rebel to go against something formerly tolerated
turn,verb,To shape something symmetrically by rotating it against a stationary cutting tool as on a lathe
turn,verb,To sour or spoil to go bad
turn,verb,To change the color of the leaves in the autumn
turn,verb,To complete
turn,verb,Of a bowler to make the ball move sideways off the pitch when it bounces
turn,verb,Of a ball to move sideways off the pitch when it bounces
turn,verb,To change ones course of action to take a new approach
turn,verb,To change personalities such as from being a face good guy to heel bad guy or vice versa
turn,verb,Of a player to go past an opposition player with the ball in ones control
turn around,verb,To physically rotate horizontally  degrees
turn around,verb,To change to the opposite direction from a previous position
turn around,verb,To reverse the expected outcome of a game usually from a losing position to a winning one
turn around,verb,To reverse a trend usually towards a more favorable outcome to return a business department to effectiveness profitability etc
turn around,verb,To be duplicitous
turn around,verb,To consider from a different viewpoint
turn around,verb,To effect a positive reversal of a trend
turn around,verb,To make a situation worse by trying to make it better
turn around,verb,improve dramatically
turn around,verb,improve significantly go from bad to good
turn around,verb,turn abruptly and face the other way either physically or metaphorically
turn down,verb,To refuse decline or deny
turn down,verb,To reduce the amount of something by means of a control such as the volume heat or light
turn down,verb,To reposition by turning flipping etc in a downward direction
turn off,verb,To power down to stop a device by switching it off
turn off,verb,To repulse disgust or discourage
turn off,verb,To leave a road to exit
turn off,verb,cause to feel intense dislike or distaste
turn off,verb,cause to stop operating by disengaging a switch
turn off,verb,make a turn
turn on,verb,to power up a device to start to cause to start operating
turn on,verb,to cause to take up drugs especially hallucinogens
turn on,verb,cause to be agitated excited or roused
turn on,verb,produce suddenly or automatically
turn on,verb,stimulate sexually
turn on,verb,cause to operate by flipping a switch
turn on,verb,get high stoned or drugged
turn on,verb,be contingent on
turn on,verb,become hostile towards
turn over,verb,To flip over to rotate uppermost to bottom
turn over,verb,To relinquish give back
turn over,verb,To transfer
turn over,verb,To produce complete or cycle through
turn over,verb,To mull ponder
turn over,verb,To spin the crankshaft of an internal combustion engine using the starter or hand crank in an attempt to make it run
turn over,verb,To give up control of the ball and thus the ability to score
turn up,verb,To show up to appear suddenly or unexpectedly
turn up,verb,To increase the amount of something by means of a control such as the volume heat or light
turn up,verb,To reposition by rotating flipping etc upwards
turn up,verb,To belay or make fast a line on a cleat or pin
turn up,verb,be shown or be found to be
turn up,verb,discover the location of determine the place of find by searching or examining
turn up,verb,find by digging in the ground
turn up,verb,bend or lay so that one part covers the other
turn up,verb,appear or become visible make a showing
twirl,verb-transitive,To rotate or revolve briskly swing in a circle spin  twirled a baton to lead the band 
twirl,verb-transitive,To twist or wind around  twirl thread on a spindle 
twirl,verb-intransitive,To move or spin around rapidly suddenly or repeatedly  The pinwheel twirled in the breeze 
twirl,verb-intransitive,To whirl or turn suddenly make an aboutface  twirled in the direction of the noise 
twirl,verb,To perform a twirl
twirl,verb,To rotate
twirl,verb-intransitive,To revolve with velocity to be whirled round rapidly
twirl,verb-transitive,To move or turn round rapidly to whirl round to move and turn rapidly with the fingers
twirl,verb,turn in a twisting or spinning motion
